patternSignature,patternReadable,currentEligible,manual31ColumnCount,manual65PatternCount,lpColumnCount,positiveLpActivity,coveredResidualOrders,coveredResidualQuantity,coverageScarcity,missingResidualWidths,wastePerCar,targetResidualWastePerCar,wasteFit,demandDualUpperBound,lpPoolDensityRank,orderCoverageFrontierRank,lpDualWeightedRank
"4340|980x1,1020x1,1100x1,1240x1","{980=1, 1020=1, 1100=1, 1240=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","24","335","0.085090179","1","260","228.466257669","0.030737318","1.749985185",,"34","39440"
"4320|980x1,1100x2,1140x1","{980=1, 1100=2, 1140=1} @4320mm (pw=4320, util=100.0%)","true","0","0","10","0.000000000","21","295","0.071183970","0","280","228.466257669","0.019035385","2.280986687","35","470","23899"
"4340|980x1,1015x1,1100x1,1240x1","{980=1, 1015=1, 1100=1, 1240=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","24","335","0.085090179","1","265","228.466257669","0.026642694","3.049114665",,"35","6977"
"4400|980x1,1015x1,1080x1,1320x1","{980=1, 1015=1, 1080=1, 1320=1} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","7","77","0.014896498","3","205","228.466257669","0.040872618","4.848084009",,"17032","35"
"4330|980x1,1010x1,1100x1,1240x1","{980=1, 1010=1, 1100=1, 1240=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","24","335","0.085090179","1","270","228.466257669","0.023510746","1.814103364",,"36","37673"
"4380|870x1,1015x2,1480x1","{870=1, 1015=2, 1480=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","1","1","0.000564016","2","220","228.466257669","0.105638367","4.845690051",,"53661","36"
"4400|1010x1,1100x2,1190x1","{1010=1, 1100=2, 1190=1} @4400mm (pw=4400, util=100.0%)","false","0","0","10","0.000000000","13","216","0.055842552","1","200","228.466257669","0.033937123","1.253190727","36","3224","49892"
"4360|850x1,1090x1,1100x1,1320x1","{850=1, 1090=1, 1100=1, 1320=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","19","372","0.084569116","1","240","228.466257669","0.079784630","2.391591239",,"37","20803"
"4390|760x2,840x1,1015x2","{760=2, 840=1, 1015=2} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","6","21","0.002443197","1","210","228.466257669","0.051370942","4.828619266",,"43321","37"
"4400|760x1,850x2,970x2","{760=1, 850=2, 970=2} @4400mm (pw=4400, util=100.0%)","true","0","4","9","4.308931385","9","113","0.015603795","0","200","228.466257669","0.033937123","2.102538415","37","15821","29154"
"4380|600x1,740x1,850x1,1090x1,1100x1","{600=1, 740=1, 850=1, 1090=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","19","372","0.084569116","2","220","228.466257669","0.105638367","1.284354928",,"38","49404"
"4400|840x3,860x1,1015x1","{840=3, 860=1, 1015=1} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","5","13","0.001746306","1","205","228.466257669","0.040872618","4.816716849",,"47738","38"
"4320|850x1,1100x1,1125x1,1240x1","{850=1, 1100=1, 1125=1, 1240=1} @4320mm (pw=4315, util=99.9%)","true","0","0","0","0.000000000","22","353","0.084038615","0","285","228.466257669","0.017381105","1.498702364",,"39","45572"
"4330|600x1,840x1,860x1,1015x2","{600=1, 840=1, 860=1, 1015=2} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","5","13","0.001746306","2","270","228.466257669","0.023510746","4.811332808",,"47816","39"
"4350|1010x1,1100x2,1140x1","{1010=1, 1100=2, 1140=1} @4350mm (pw=4350, util=100.0%)","false","0","0","8","0.172322573","14","218","0.056287471","1","250","228.466257669","0.044377893","1.937467060","39","2841","34047"
"4320|840x1,1015x1,1140x1,1320x1","{840=1, 1015=1, 1140=1, 1320=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","6","15","0.002863624","2","285","228.466257669","0.017381105","4.795667706",,"40366","40"
"4330|850x1,1100x1,1140x1,1240x1","{850=1, 1100=1, 1140=1, 1240=1} @4330mm (pw=4330, util=100.0%)","true","0","0","0","0.000000000","23","353","0.083957591","0","270","228.466257669","0.023510746","2.322982944",,"40","22697"
"4380|850x3,860x1,970x1","{850=3, 860=1, 970=1} @4380mm (pw=4380, util=100.0%)","true","0","0","8","0.102564103","8","105","0.014906905","0","220","228.466257669","0.105638367","1.979696992","40","16873","32770"
"4320|850x1,1100x1,1130x1,1240x1","{850=1, 1100=1, 1130=1, 1240=1} @4320mm (pw=4320, util=100.0%)","true","0","0","0","0.000000000","23","352","0.083656283","0","280","228.466257669","0.019035385","1.654388606",,"41","41876"
"4320|970x2,1190x2","{970=2, 1190=2} @4320mm (pw=4320, util=100.0%)","true","0","0","8","0.000000000","4","16","0.003491840","0","280","228.466257669","0.019035385","1.873059712","41","36788","35939"
"4400|600x1,840x1,860x1,1015x1,1080x1","{600=1, 840=1, 860=1, 1015=1, 1080=1} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","5","13","0.001746306","3","205","228.466257669","0.040872618","4.792233646",,"47871","41"
"4320|550x1,840x1,850x1,980x1,1100x1","{550=1, 840=1, 850=1, 980=1, 1100=1} @4320mm (pw=4320, util=100.0%)","true","0","0","0","0.000000000","28","400","0.083551352","0","280","228.466257669","0.019035385","2.098181329",,"42","29304"
"4320|980x2,1100x1,1260x1","{980=2, 1100=1, 1260=1} @4320mm (pw=4320, util=100.0%)","true","0","0","7","1.293477966","22","305","0.075107804","0","280","228.466257669","0.019035385","2.439448678","42","137","19506"
"4380|840x1,1080x1,1140x1,1320x1","{840=1, 1080=1, 1140=1, 1320=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","6","15","0.002863624","2","220","228.466257669","0.105638367","4.776568544",,"40352","42"
"4350|1015x3,1300x1","{1015=3, 1300=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","1","4","0.001525553","1","255","228.466257669","0.036319073","4.765095711",,"49111","43"
"4380|850x1,1100x1,1190x1,1240x1","{850=1, 1100=1, 1190=1, 1240=1} @4380mm (pw=4380, util=100.0%)","true","0","0","0","0.000000000","22","351","0.083512673","0","220","228.466257669","0.105638367","1.638706611",,"43","42289"
"4320|600x1,790x1,850x1,980x1,1100x1","{600=1, 790=1, 850=1, 980=1, 1100=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","24","392","0.083194805","1","280","228.466257669","0.019035385","1.557295023",,"44","44279"
"4320|970x2,1100x1,1280x1","{970=2, 1100=1, 1280=1} @4320mm (pw=4320, util=100.0%)","true","0","0","7","0.000000000","16","230","0.059073981","0","280","228.466257669","0.019035385","2.043339499","44","1558","30889"
"4360|840x1,1080x1,1220x2","{840=1, 1080=1, 1220=2} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","5","13","0.002492236","1","240","228.466257669","0.079784630","4.761195959",,"42988","44"
"4330|1015x1,1080x2,1150x1","{1015=1, 1080=2, 1150=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","2","10","0.002860412","2","275","228.466257669","0.021037687","4.735563354",,"40453","45"
"4340|550x1,600x1,850x1,1100x1,1240x1","{550=1, 600=1, 850=1, 1100=1, 1240=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","22","360","0.083050331","1","260","228.466257669","0.030737318","1.686973053",,"45","41077"
"4360|850x2,860x2,940x1","{850=2, 860=2, 940=1} @4360mm (pw=4360, util=100.0%)","false","0","0","7","0.000000000","5","93","0.012646592","1","240","228.466257669","0.079784630","1.968516792","45","19994","33132"
"4330|550x1,840x2,1015x1,1080x1","{550=1, 840=2, 1015=1, 1080=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","5","22","0.001956364","2","275","228.466257669","0.021037687","4.727626845",,"46656","46"
"4340|550x1,850x1,860x1,980x1,1100x1","{550=1, 850=1, 860=1, 980=1, 1100=1} @4340mm (pw=4340, util=100.0%)","true","0","0","0","0.000000000","25","395","0.082923301","0","260","228.466257669","0.030737318","2.000901074",,"46","32169"
"4380|850x1,1150x1,1190x2","{850=1, 1150=1, 1190=2} @4380mm (pw=4380, util=100.0%)","true","0","0","7","0.000000000","7","103","0.016179403","0","220","228.466257669","0.105638367","1.398188313","46","14767","47560"
"4320|1015x3,1270x1","{1015=3, 1270=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","1","7","0.002509860","1","285","228.466257669","0.017381105","4.726168881",,"42789","47"
"4390|850x1,1100x1,1200x1,1240x1","{850=1, 1100=1, 1200=1, 1240=1} @4390mm (pw=4390, util=100.0%)","true","0","0","0","0.000000000","22","349","0.082907908","0","210","228.466257669","0.051370942","1.563493749",,"47","44141"
"4400|850x1,860x3,970x1","{850=1, 860=3, 970=1} @4400mm (pw=4400, util=100.0%)","true","0","0","6","4.405415912","8","105","0.014906905","0","200","228.466257669","0.033937123","3.094368995","47","16875","6364"
"4360|1000x2,1100x1,1260x1","{1000=2, 1100=1, 1260=1} @4360mm (pw=4360, util=100.0%)","true","0","3","6","2.200000000","23","257","0.066097240","0","240","228.466257669","0.079784630","2.529190669","48","945","17191"
"4370|600x1,840x1,850x1,980x1,1100x1","{600=1, 840=1, 850=1, 980=1, 1100=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","27","387","0.082782166","1","230","228.466257669","0.394673123","2.260068384",,"48","24505"
"4400|890x1,1015x2,1480x1","{890=1, 1015=2, 1480=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","1","1","0.000564016","2","200","228.466257669","0.033937123","4.717453692",,"53677","48"
"4330|550x1,850x2,980x1,1100x1","{550=1, 850=2, 980=1, 1100=1} @4330mm (pw=4330, util=100.0%)","true","0","0","0","0.000000000","24","391","0.082364173","0","270","228.466257669","0.023510746","1.443565072",,"49","46650"
"4330|980x2,1100x1,1270x1","{980=2, 1100=1, 1270=1} @4330mm (pw=4330, util=100.0%)","true","0","0","6","0.760958599","20","296","0.072017384","0","270","228.466257669","0.023510746","1.840748784","49","378","36914"
"4390|1080x3,1150x1","{1080=3, 1150=1} @4390mm (pw=4390, util=100.0%)","false","0","0","3","1.942533983","2","10","0.002860412","1","210","228.466257669","0.051370942","4.716464191","76","40399","49"
"4350|600x1,860x2,1015x2","{600=1, 860=2, 1015=2} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","1","4","0.000559128","2","250","228.466257669","0.044377893","4.714052553",,"53891","50"
"4370|550x1,850x1,890x1,980x1,1100x1","{550=1, 850=1, 890=1, 980=1, 1100=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","24","391","0.082364173","1","230","228.466257669","0.394673123","1.765348830",,"50","39013"
"4390|850x3,860x1,980x1","{850=3, 860=1, 980=1} @4390mm (pw=4390, util=100.0%)","true","0","0","6","0.124838613","12","170","0.027543090","0","210","228.466257669","0.051370942","1.961376406","50","5459","33321"
"4310|1015x2,1060x1,1220x1","{1015=2, 1060=1, 1220=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","2","20","0.005069763","1","290","228.466257669","0.015991367","4.711322758",,"29908","51"
"4340|550x1,790x1,1000x3","{550=1, 790=1, 1000=3} @4340mm (pw=4340, util=100.0%)","true","0","0","6","0.000000000","10","56","0.008254937","0","260","228.466257669","0.030737318","2.077700445","51","23013","29868"
"4380|550x1,850x1,900x1,980x1,1100x1","{550=1, 850=1, 900=1, 980=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","24","391","0.082364173","1","220","228.466257669","0.105638367","1.230103875",,"51","50203"
"4370|840x1,850x3,980x1","{840=1, 850=3, 980=1} @4370mm (pw=4370, util=100.0%)","true","0","0","6","0.000000000","15","175","0.028171141","0","230","228.466257669","0.394673123","2.058656661","52","5327","30425"
"4390|550x1,840x2,1080x2","{550=1, 840=2, 1080=2} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","5","22","0.001956364","1","210","228.466257669","0.051370942","4.708527683",,"46560","52"
"4390|550x1,850x1,910x1,980x1,1100x1","{550=1, 850=1, 910=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","24","391","0.082364173","1","210","228.466257669","0.051370942","1.230103875",,"52","50204"
"4350|550x1,850x1,870x1,980x1,1100x1","{550=1, 850=1, 870=1, 980=1, 1100=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","24","391","0.082364173","1","250","228.466257669","0.044377893","1.893585189",,"53","35353"
"4380|1015x2,1080x1,1270x1","{1015=2, 1080=1, 1270=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","1","7","0.002509860","2","220","228.466257669","0.105638367","4.707069718",,"42799","53"
"4390|940x1,1100x2,1250x1","{940=1, 1100=2, 1250=1} @4390mm (pw=4390, util=100.0%)","false","0","0","6","0.000000000","13","218","0.056682848","1","210","228.466257669","0.051370942","1.319114759","53","2566","48861"
"4340|600x1,840x1,870x1,1015x2","{600=1, 840=1, 870=1, 1015=2} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","4","9","0.001187178","3","260","228.466257669","0.030737318","4.704016923",,"51590","54"
"4390|600x2,850x1,1100x1,1240x1","{600=2, 850=1, 1100=1, 1240=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","21","347","0.082281145","1","210","228.466257669","0.051370942","1.848860109",,"54","36664"
"4330|550x1,600x1,1015x1,1080x2","{550=1, 600=1, 1015=1, 1080=2} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","1","13","0.000769185","3","275","228.466257669","0.021037687","4.703143642",,"52827","55"
"4390|1090x1,1100x3","{1090=1, 1100=3} @4390mm (pw=4390, util=100.0%)","true","0","0","5","0.832842148","15","283","0.072481652","0","210","228.466257669","0.051370942","1.423018151","55","322","47050"
"4390|600x1,850x1,860x1,980x1,1100x1","{600=1, 850=1, 860=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","24","382","0.082154116","1","210","228.466257669","0.051370942","2.162788129",,"55","27422"
"4300|860x1,1100x2,1240x1","{860=1, 1100=2, 1240=1} @4300mm (pw=4300, util=100.0%)","true","0","0","5","0.000000000","18","262","0.070752809","0","300","228.466257669","0.013786687","2.167279501","56","538","27285"
"4340|760x1,1015x1,1080x1,1480x1","{760=1, 1015=1, 1080=1, 1480=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","3","13","0.001820034","2","265","228.466257669","0.026642694","4.701693192",,"47191","56"
"4380|600x1,850x2,980x1,1100x1","{600=1, 850=2, 980=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","23","378","0.081594988","1","220","228.466257669","0.105638367","1.605452128",,"56","43095"
"4300|860x2,1100x1,1480x1","{860=2, 1100=1, 1480=1} @4300mm (pw=4300, util=100.0%)","true","0","0","5","0.000000000","14","217","0.055734169","0","300","228.466257669","0.013786687","3.179679096","57","3321","5337"
"4340|860x1,1015x1,1140x1,1320x1","{860=1, 1015=1, 1140=1, 1320=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","3","10","0.002235574","2","265","228.466257669","0.026642694","4.698387451",,"44659","57"
"4400|600x1,850x1,870x1,980x1,1100x1","{600=1, 850=1, 870=1, 980=1, 1100=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","23","378","0.081594988","2","200","228.466257669","0.033937123","2.055472245",,"57","30533"
"4310|600x1,780x1,850x1,980x1,1100x1","{600=1, 780=1, 850=1, 980=1, 1100=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","23","378","0.081594988","2","290","228.466257669","0.015991367","1.853159385",,"58","36507"
"4320|1000x1,1015x1,1080x1,1220x1","{1000=1, 1015=1, 1080=1, 1220=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","9","33","0.007190992","2","285","228.466257669","0.017381105","4.694607218",,"24876","58"
"4330|860x1,1100x2,1270x1","{860=1, 1100=2, 1270=1} @4330mm (pw=4330, util=100.0%)","true","0","0","5","0.000000000","14","223","0.057680013","0","270","228.466257669","0.023510746","1.850405293","58","1962","36603"
"4340|1000x1,1090x1,1100x1,1150x1","{1000=1, 1090=1, 1100=1, 1150=1} @4340mm (pw=4340, util=100.0%)","true","0","0","0","0.000000000","25","322","0.081227999","0","260","228.466257669","0.030737318","1.788283485",,"59","38407"
"4340|790x1,850x3,1000x1","{790=1, 850=3, 1000=1} @4340mm (pw=4340, util=100.0%)","true","0","0","5","0.000000000","13","132","0.019573216","0","260","228.466257669","0.030737318","1.400754295","59","9006","47498"
"4350|1015x1,1030x1,1080x1,1220x1","{1015=1, 1030=1, 1080=1, 1220=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","1","4","0.001305057","3","255","228.466257669","0.036319073","4.693400450",,"50222","59"
"4340|980x1,1000x1,1100x1,1260x1","{980=1, 1000=1, 1100=1, 1260=1} @4340mm (pw=4340, util=100.0%)","true","0","0","0","0.000000000","30","334","0.080993738","0","260","228.466257669","0.030737318","2.484319674",,"60","18320"
"4370|850x4,970x1","{850=4, 970=1} @4370mm (pw=4370, util=100.0%)","true","0","0","5","0.000000000","7","101","0.014347777","0","230","228.466257669","0.394673123","1.422360991","60","17711","47057"
"4380|1015x1,1060x1,1080x1,1220x1","{1015=1, 1060=1, 1080=1, 1220=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","2","20","0.005069763","2","225","228.466257669","0.223901099","4.692223596",,"29914","60"
"4320|1000x1,1090x1,1100x1,1125x1","{1000=1, 1090=1, 1100=1, 1125=1} @4320mm (pw=4315, util=99.9%)","true","0","0","0","0.000000000","24","318","0.080125056","0","285","228.466257669","0.017381105","1.567593084",,"61","44029"
"4370|550x1,840x1,950x1,1015x2","{550=1, 840=1, 950=1, 1015=2} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","5","22","0.001956364","2","230","228.466257669","0.394673123","4.687865374",,"46576","61"
"4390|840x1,850x3,1000x1","{840=1, 850=3, 1000=1} @4390mm (pw=4390, util=100.0%)","true","0","0","5","0.000000000","16","127","0.019160577","0","210","228.466257669","0.051370942","2.103527656","61","9675","29125"
"4330|1000x1,1090x1,1100x1,1140x1","{1000=1, 1090=1, 1100=1, 1140=1} @4330mm (pw=4330, util=100.0%)","true","0","0","0","0.000000000","25","318","0.080044033","0","270","228.466257669","0.023510746","2.391873664",,"62","20798"
"4390|550x1,600x1,1080x3","{550=1, 600=1, 1080=3} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","1","13","0.000769185","2","210","228.466257669","0.051370942","4.684044480",,"52300","62"
"4390|850x2,860x2,970x1","{850=2, 860=2, 970=1} @4390mm (pw=4390, util=100.0%)","true","0","0","5","0.000000000","8","105","0.014906905","0","210","228.466257669","0.051370942","2.537032994","62","16874","17029"
"4320|860x1,1015x1,1220x2","{860=1, 1015=1, 1220=2} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","2","8","0.001864185","1","285","228.466257669","0.017381105","4.683014866",,"47106","63"
"4400|1000x1,1060x1,1100x1,1240x1","{1000=1, 1060=1, 1100=1, 1240=1} @4400mm (pw=4400, util=100.0%)","true","0","0","0","0.000000000","26","303","0.079844322","0","200","228.466257669","0.033937123","2.244981360",,"63","24939"
"4400|740x1,850x2,980x2","{740=1, 850=2, 980=2} @4400mm (pw=4400, util=100.0%)","false","0","1","4","1.201167743","11","166","0.026983963","1","200","228.466257669","0.033937123","1.564606713","63","5503","44121"
